tweet_id,name,gender,Resolution_Category,text,retweet_count,tweet_created,tweet_state,clean_text
5.51e+17,HeyCourtneyB,female,Personal Growth,2015: Be intensely excited to be myself. Write a novel. Start a vegetable garden. Finish undergrad a...,0.0,2015-01-01 09:17:00,LA,2015 be intensely excited to be myself write a novel start a vegetable garden finish undergrad and s...
5.51e+17,MissEmZee,female,Personal Growth,Just folded a fitted sheet like a flat sheet! #NewYearsResolution COMPLETE on #firstdayof2015 #WINNE...,0.0,2015-01-01 09:34:00,LA,just folded a fitted sheet like a flat sheet  complete on
5.51e+17,benestes,male,Humor,Write more books RT @GRRM: Kill more Starks. #NewYearsResolution,0.0,2015-01-01 09:39:00,LA,write more books rt @grrm kill more starks
5.51e+17,Sarahread_,female,Health & Fitness,My New Years resolution is to eat healthier so I guess instead of getting rice and chicken from Kim'...,0.0,2015-01-01 11:35:00,LA,my new years resolution is to eat healthier so i guess instead of getting rice and chicken from kims...
5.51e+17,BradyTrammell8,male,Family/Friends/Relationships,First New Years resolution. http://t.co/9d2pj4dyQw,0.0,2015-01-01 11:49:00,LA,first new years resolution
5.51e+17,awkwardA21,female,Personal Growth,"RT @HulkHogan: New Years Resolution ,only people with love and joy will be in my life,I refuse to en...",989.0,2015-01-01 11:53:00,LA,rt @hulkhogan new years resolution only people with love and joy will be in my lifei refuse to engag...
5.51e+17,LetsDriveALEXIS,female,Family/Friends/Relationships,���@_kidnameren: New Years Resolution: Find myself a girl that's a keeper _���_����۝you know I'm one...,0.0,2015-01-01 12:14:00,LA,@ kidnameren new years resolution find myself a girl thats a keeper  you know im one
5.51e+17,king__m4,male,Humor,New Years Resolution #1: Stop fxckin with these broke hoes and get a boss bxtxh,0.0,2015-01-01 12:29:00,LA,new years resolution  stop fxckin with these broke hoes and get a boss bxtxh
5.51e+17,NatalieDiane_21,female,Personal Growth,"RT @brit_311: ""@NoChillPosts: NEW YEARS RESOLUTION http://t.co/M3BPHnkUEw""",1.0,2015-01-01 12:32:00,LA,rt @brit 311 @nochillposts new years resolution
5.51e+17,tatumdiel,female,Humor,���@ImGirlCode: New Years Resolution _٪� http://t.co/1zHfih0xWd�۝ me monday_���_��_,0.0,2015-01-01 12:33:00,LA,@imgirlcode new years resolution    me monday
5.51e+17,Hunt97m,male,Personal Growth,"My New Years Resolution: Stop Waiting, Stop wishing. It is what it is. _�ԍ",0.0,2015-01-02 08:31:00,LA,my new years resolution stop waiting stop wishing it is what it is  ԍ
5.51e+17,HybridMagpie,female,Health & Fitness,Ok so.. new years resolution. DROP THIS WEIGHT!! I'm 300 lbs. Enough is enough.,0.0,2015-01-02 08:49:00,LA,ok so new years resolution drop this weight im 300 lbs enough is enough
5.51e+17,Jenna_Anders,female,Health & Fitness,Sobriety. That sounds like a pretty good New Years resolution.,0.0,2015-01-02 09:15:00,LA,sobriety that sounds like a pretty good new years resolution
5.51e+17,MeganLovisa,female,Education/Training,New Years resolution 1: perfect British accent.,0.0,2015-01-02 09:24:00,LA,new years resolution 1 perfect british accent
5.51e+17,MaxRogersOL,male,Finance,New Years Resolution:  Make bank.,0.0,2015-01-02 09:27:00,LA,new years resolution  make bank
5.51e+17,camilandry,female,Personal Growth,RT @tiana_lovexox: My New Years resolution is to be Blair Waldorf,1.0,2015-01-02 09:39:00,LA,rt @tiana lovexox my new years resolution is to be blair waldorf
