tweet_id,name,gender,Resolution_Category,text,retweet_count,tweet_created,tweet_state,clean_text
5.51e+17,Rayjeezie406,male,Family/Friends/Relationships,My new years resolution is to make friends. I'm now 21 and I've been antisocial for the past 7 years...,0.0,2015-01-02 07:31:00,MA,my new years resolution is to make friends im now 21 and ive been antisocial for the past 7 years no...
5.51e+17,Tiffany_Pres,female,Humor,"Yeah...""@WomensHumor: My New Years resolution is simply to remember to write 2015 instead of 2014.""",0.0,2015-01-02 07:36:00,MA,yeah@womenshumor my new years resolution is simply to remember to write 2015 instead of 2014
5.51e+17,karlykingsley,female,Humor,I forgot to make a new years resolution...can I have yours? #NewYearsResolution,0.0,2015-01-02 07:55:00,MA,i forgot to make a new years resolutioncan i have yours
5.51e+17,Nugggggg,female,Finance,My New Years resolution is to convert to solar energy on account of my last @nationalgridus bill. _�...,0.0,2015-01-02 07:58:00,MA,my new years resolution is to convert to solar energy on account of my last @nationalgridus bill
5.51e+17,LoyWeissman,female,Health & Fitness,New Years resolution: drink green juice,0.0,2015-01-02 08:00:00,MA,new years resolution drink green juice
5.51e+17,AlexisGuilbertt,female,Personal Growth,I've figured out my New Years resolution and I'm going to put my life back together again.,0.0,2015-01-02 08:11:00,MA,ive figured out my new years resolution and im going to put my life back together again
5.51e+17,janayleah_,female,Humor,Ya already ruined my new years resolution of eating better by buying a pizza for myself...woops,0.0,2015-01-02 08:21:00,MA,ya already ruined my new years resolution of eating better by buying a pizza for myselfwoops
5.51e+17,Roger_Gould,male,Personal Growth,RT @bobbykanode: New Years resolution:  ride better,5.0,2015-01-02 08:22:00,MA,rt @bobbykanode new years resolution  ride better
5.51e+17,kerrinoneill,female,Humor,RT @SaccWhack: Okay so obviously I had to tweet my New Years resolution. Here it is!!! GOOOOOOOOOOOO...,4.0,2015-01-02 08:30:00,MA,rt @saccwhack okay so obviously i had to tweet my new years resolution here it is gooooooooooooo faa...
5.51e+17,DanielleJDRN,female,Recreation & Leisure,New Years resolution month 1: No FB. 24 hours in and I feel so out of the loop!,0.0,2015-01-02 08:31:00,MA,new years resolution month 1 no fb 24 hours in and i feel so out of the loop
5.51e+17,RandyNheb,male,Recreation & Leisure,My New Years resolution is to up my Celfie game,0.0,2015-01-02 08:31:00,MA,my new years resolution is to up my celfie game
5.51e+17,TalkIsCheapXXX,female,Humor,���@mxfiavibes: My New Years resolution is http://t.co/yN31ruqkQm�۝,0.0,2015-01-02 08:31:00,MA,@mxfiavibes my new years resolution is
5.51e+17,GabMarieCastro,female,Health & Fitness,My New Years resolution is to stop looking up my symptoms on WebMD,0.0,2015-01-02 08:44:00,MA,my new years resolution is to stop looking up my symptoms on webmd
5.51e+17,mikejjohnson,male,Personal Growth,"Does everyone have a new years resolution? I do, mine is to never change for anyone! �ۥ Sara Dalton",0.0,2015-01-02 09:02:00,MA,does everyone have a new years resolution i do mine is to never change for anyone ۥ sara dalton
5.51e+17,mrhideyowife,male,Humor,"My new years resolution is to cut my grass, im pretty sure I seen a snake the other day._ِ�_ِ�",1.0,2015-01-02 09:06:00,MA,my new years resolution is to cut my grass im pretty sure i seen a snake the other day
5.51e+17,shallow83,male,Health & Fitness,RT @JamesHankins: @cheapundies my new years resolution is to get a body worthy of posing in your che...,2.0,2015-01-02 09:16:00,MA,rt @jameshankins @cheapundies my new years resolution is to get a body worthy of posing in your chea...
5.51e+17,BrettJBarger,male,Personal Growth,"As a New Years resolution, I am going to aspire to become more like @stephenfry.",0.0,2015-01-02 09:22:00,MA,as a new years resolution i am going to aspire to become more like @stephenfry
5.51e+17,Chris_Prien,male,Personal Growth,"My New Years resolution isn't to start something, it's to finish it.",1.0,2015-01-02 09:30:00,MA,my new years resolution isnt to start something its to finish it
5.51e+17,__Chasey,male,Career,RT @scortscort: New years resolution is to produce a druggie anthem for @CousinStizz,2.0,2015-01-02 09:42:00,MA,rt @scortscort new years resolution is to produce a druggie anthem for @cousinstizz
5.51e+17,StupidSteve1186,male,Recreation & Leisure,New Years resolution: watch The Grand Budapest Hotel once a week.,0.0,2015-01-02 09:49:00,MA,new years resolution watch the grand budapest hotel once a week
